BANK,IFSC,MICR CODE,BRANCH,CITY,DISTRICT,STATE
SBI,SBIN0001526,226002006,AMINABAD,LUCKNOW,LUCKNOW,UTTAR PRADESH
SBI,SBIN0001527,190002014,BARZULLA I.E,SRINAGAR,SRINAGAR,JAMMU AND KASHMIR
SBI,SBIN0001528,176002023,JAWALI,JAWALI,KANGRA,HIMACHAL PRADESH
SBI,SBIN0001529,143002007,MOHAN NAGAR, AMRITSAR,AMRITSAR,AMRITSAR,PUNJAB
SBI,SBIN0001530,143002006,DHAB WASTI RAM AMRITSAR,AMRISTAR,AMRITSAR,PUNJAB
SBI,SBIN0001531,127002101,BHIWANI,BHIWANI,BHIWANI,HARYANA
SBI,SBIN0001532,110002241,GT ROAD BALLABHGARH,BAHALGARH,SONIPAT,HARYANA
SBI,SBIN0001533,313002004,UDAIPUR MAIN,UDAIPUR,UDAIPUR,RAJASTHAN
SBI,SBIN0001534,324002002,KOTA MAIN,KOTA,KOTA,RAJASTHAN
SBI,SBIN0001535,110002122,SUBROTO PARK,DELHI,NEW DELHI,DELHI
SBI,SBIN0001536,110002005,ANSARI NAGAR,DELHI,NEW DELHI,DELHI
SBI,SBIN0001537,110002022,CANNAUGHT CIRCUS, NEW DELHI,NEW DELHI,NEW DELHI,DELHI
SBI,SBIN0001538,110002074,MEHRAULI ROAD,DELHI,NEW DELHI,DELHI
SBI,SBIN0001539,796002002,AIZAWL,AIZAWAL,AIZAWAL,MIZORAM
SBI,SBIN0001540,151002002,BHATINDA MAIN,BATHINDA,BHATINDA,PUNJAB
SBI,SBIN0001541,641002004,RAMAKRISHNA VIDYALAYA,COIMBATORE,COIMBATORE,TAMIL NADU
SBI,SBIN0001542,110002069,DR AMBEDKAR NAGAR,NEW DELHI,NEW DELHI,DELHI
SBI,SBIN0001543,144002999,BANGA,NAWANSHAHR,NAVANSAHAR,PUNJAB
SBI,SBIN0001544,151002103,RAMPURA PHUL,RAMPURA PHUL,BHATINDA,PUNJAB
SBI,SBIN0001545,144002211,MUKERIAN,HOSHIARPUR,HOSIARPUR,PUNJAB
SBI,SBIN0001546,152002022,GURU HARSAHAI,GURUHARSAHAI,FEROZEPUR,PUNJAB
SBI,SBIN0001547,144002014,NEW GRAIN MARKET,JALANDHAR,JALANDHAR,JALANDHAR,PUNJAB
SBI,SBIN0001548,245002002,GANDHI GANJ HAPUR,HAPUR,GHAZIABAD,UTTAR PRADESH
SBI,SBIN0001549,146002002,MANDI AREA, HOSHIAPUR,HOSHIARPUR,HOSIARPUR,PUNJAB
SBI,SBIN0001550,142002050,TALAWANDI BHAI,TALWANDI BHAI,FEROZEPUR,PUNJAB
SBI,SBIN0001551,110002125,TILAK NAGAR,DELHI,NEW DELHI,DELHI
SBI,SBIN0001552,713002601,SUREKALNA,SUREKALNA,BARDHAMAN,WEST BENGAL
SBI,SBIN0001553,722002502,KOTULPUR ADB,BANKURA,BANKURA,WEST BENGAL
SBI,SBIN0001554,735002554,HAMILTONGANJ,HAMILTONGANJ,JALPAIGURI,WEST BENGAL
SBI,SBIN0001555,721002703,NANDIGRAM,NANDIGRAM,PURBA MEDINIPUR,WEST BENGAL
SBI,SBIN0001556,713002212,FCI, DURGAPUR,BURDWAN,BARDHAMAN,WEST BENGAL
SBI,SBIN0001557,722002503,SONAMUKHI,SONAMUKHI,BANKURA,WEST BENGAL
SBI,SBIN0001558,144002098,CHITTI,JALANDHAR,JALANDHAR,PUNJAB
SBI,SBIN0001559,144002017,OLD RAILWAY STATION ROAD, JALANDHAR,JALANDHAR,JALANDHAR,PUNJAB
SBI,SBIN0001560,144002311,KHURDPUR,KHURDPUR,JALANDHAR,PUNJAB
SBI,SBIN0001561,800002023,KADAMKUAN,PATNA,PATNA,BIHAR
SBI,SBIN0001562,250002003,BEGUM BRIDGE, MEERUT,MEERUT,MEERUT,UTTAR PRADESH
SBI,SBIN0001563,256002001,BARAUT,BARAUT,BAGPAT,UTTAR PRADESH
SBI,SBIN0001564,744002012,RANGAT,RANGAT,ANDAMAN,ANDAMAN AND NICOBAR ISLAND
SBI,SBIN0001565,110002190,MEHRAULI ROAD GURGAON,NEW DELHI,GURGAON,HARYANA
SBI,SBIN0001566,125002002,HAU HISSAR,HISSAR,HISSAR,HARYANA
SBI,SBIN0001567,480002103,ADB CHHINDWARA,CHHINDWARA,CHHINDWARA,MADHYA PRADESH
SBI,SBIN0001568,305002005,PRITHVIRAJ MARG, AJMER,AJMER,AJMER,RAJASTHAN
SBI,SBIN0001569,143002011,KATRA KHAZANA, AMRITSAR,KATRA KHAZANA,AMRITSAR,PUNJAB
SBI,SBIN0001570,193002201,SOPORE,SOPORE,BARAMULA,JAMMU AND KASHMIR
SBI,SBIN0001571,143002099,QADIAN,QADIAN,GURDASPUR,PUNJAB
SBI,SBIN0001572,143002531,DINANAGAR,DINANAGAR,GURDASPUR,PUNJAB
SBI,SBIN0001573,110002067,KRISHNA NAGAR DELHI,NEW DELHI,NEW DELHI,DELHI
SBI,SBIN0001574,263002116,PANUANAULA,ALMORA,ALMORA,UTTARAKHAND
SBI,SBIN0001575,185002131,RAJOURI,RAJOURI,RAJAURI,JAMMU AND KASHMIR
SBI,SBIN0001576,248002017,TEL BHAWAN DEHRADUN,DEHRADUN,DEHRADUN,UTTARAKHAND
SBI,SBIN0001577,462002008,CHANDBARH, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0001578,110002059,KALKAJI,DELHI,NEW DELHI,DELHI
SBI,SBIN0001579,160002035,SURAJPUR,PANCHKULA,PANCHKULA,HARYANA
SBI,SBIN0001580,700002069,NARKELDANGA,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001581,202002074,ALIGARH CITY,ALIGARH,ALIGARH,UTTAR PRADESH
SBI,SBIN0001582,208002017,COLLECTORGUNJ, KANPUR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001583,211002006,COLONELGANJ,ALLAHABAD,ALLAHABAD,UTTAR PRADESH
SBI,SBIN0001584,786002516,KHONSA,KHONSA,TIRAP,ARUNACHAL PRADESH
SBI,SBIN0001585,535002011,ADB, SRUNGAVARAPU KOTA,SRUNGAVARAPUK,VIZIANAGARAM,ANDHRA PRADESH
SBI,SBIN0001586,532002002,ADB SRIKAKULAM,SRIKAKULAM,SRIKAKULAM,ANDHRA PRADESH
SBI,SBIN0001587,518002402,NANDIKOTKUR ADB,NANDIKOTKUR,KURNOOL,ANDHRA PRADESH
SBI,SBIN0001588,530002003,ADB VISAKHAPATNAM,VISHAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0001589,793002008,BURRA BAZAR,SHILLONG,EAST KHASI HILLS,MEGHALAYA
SBI,SBIN0001590,208002060,TRANSPORT NAGAR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001591,208002007,CHAKERI,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001592,208002043,JUHI,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001593,400002004,BACKBAY RECLAMATION,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0001594,400002054,MAROL,ANDHERI(EAST),MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0001595,400002108,DOMBIVLI IND EST.,THANE,THANE,MAHARASHTRA
SBI,SBIN0001596,521002002,MACHILIPATNAM BAZAR, MACHILIPATNAM,MACHIL,KRISHNA,ANDHRA PRADESH
SBI,SBIN0001597,700002035,FORT WILLIAM,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001598,833002802,KIRIBURU,KIRIBURU,PASCHIMI SINGHBHUM,JHARKHAND
SBI,SBIN0001599,246002306,CHANDPUR,BIJNOR,BIJNOR,UTTAR PRADESH
SBI,SBIN0001600,136002002,KURUKSHETRA UNIVERSITY,KURUKSHETRA,KURUKSHETRA,HARYANA
SBI,SBIN0001601,208002021,M G MARG,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001602,208002063,VISHNUPURI , KANPUR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001603,600002084,TIRUVOTTIYUR,CHENNAI,CHENNAI,TAMIL NADU
SBI,SBIN0001604,110002128,VASANT VIHAR,DELHI,NEW DELHI,DELHI
SBI,SBIN0001605,110002150,SHAKUR BASTI,DELHI,NEW DELHI,DELHI
SBI,SBIN0001606,144002204,TANDA URMAR,URMAR TANDA,HOSIARPUR,PUNJAB
SBI,SBIN0001607,229002002,A D B RAIBARELY,RAE BARELI,RAEBAREILI,UTTAR PRADESH
SBI,SBIN0001608,462002014,MANIT, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0001609,516002005,ADB PRODDATUR,CUDDAPAH,CUDDAPAH,ANDHRA PRADESH
SBI,SBIN0001610,530002017,NAVAL BASE,VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0001611,530002012,INDUSTRIAL ESTATE, VISAKHAPATNAM,VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0001612,700002145,SALT LAKE,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001613,605002004,ADB PONDICHERRY,BRINDAVANAM,PONDICHERRY,PUDUCHERRY
SBI,SBIN0001615,387002011,CHAKLASI,NADIAD,KHEDA,GUJARAT
SBI,SBIN0001616,517002042,BANGARUPOLIEM,BANGARUPALEM,CHITTOR,ANDHRA PRADESH
SBI,SBIN0001617,620002009,NATIONAL INSTITUTE OF TECHNOLOGY, TRICHIRAPALLI,TIRUCHIRAPALLI,TIRUCHIORAPPALLI,TAMIL NADU
SBI,SBIN0001618,632002010,VELLORE TOWN,VELLORE,CHENNAI,TAMIL NADU
SBI,SBIN0001619,627002003,PALAYAMKOTTAI,TIRUNELVELI,TRIVANDRUM,KERALA
SBI,SBIN0001620,132002003,GT ROAD  PANIPAT,PANIPAT,PANIPAT,HARYANA
SBI,SBIN0001621,211002003,UNIVERSITY BRANCH, ALLAHABAS,ALLAHABAD,ALLAHABAD,UTTAR PRADESH
SBI,SBIN0001622,231002021,RENUKOOT,RENUKOOT,SUNBHADRA,UTTAR PRADESH
SBI,SBIN0001623,148002020,ADB SANDHUR,SANDHAUR,SANGRUR,PUNJAB
SBI,SBIN0001624,110002056,JAWAHARLAL NEHRU UNIVERSITY,DELHI,NEW DELHI,DELHI
SBI,SBIN0001625,834002005,TUPUDANA,HATIA,RANCHI,JHARKHAND
SBI,SBIN0001626,560002029,KUMARA PARK,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0001627,495002003,ADB BILASPUR,BILASPUR,BILASPUR,CHANDIGARH
SBI,SBIN0001628,471002004,ADB CHHATARPUR,CHHATARPUR,CHHATTARPUR,MADHYA PRADESH
SBI,SBIN0001629,411002005,KHADKI, PUNE,PUNE,PUNE,MAHARASHTRA
SBI,SBIN0001630,461002006,ADB PIPARIYA,PIPARIA,HOSHANGABAD,MADHYA PRADESH
SBI,SBIN0001631,396002008,STATION ROAD VALSAD,VALSAD,VALSAD,GUJARAT
SBI,SBIN0001632,440002007,HINGNA IND. ESTATE,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0001633,440002003,RAMDASPETH, NAGPUR,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0001634,142002038,BAGHA PURANA,MOGA,MOGA,PUNJAB
SBI,SBIN0001635,805002503,ADB PAKARIBARAWAN,PAKRIBARAWAN,NAWADA,BIHAR
SBI,SBIN0001636,306002002,PALI-MARWAR,PALI,PALI,RAJASTHAN
SBI,SBIN0001637,147002002,PATIALA,PATIALA,PATIALA,PUNJAB
SBI,SBIN0001638,262002041,KANALICHINA,PITHORAGARH,PITORAGARH,UTTARAKHAND
SBI,SBIN0001639,110002017,CHANDRALOK BUILDING, DELHI,JANPATH,NEW DELHI,DELHI
SBI,SBIN0001640,492002003,PHAPHADIH,RAIPUR,RAIPUR,CHANDIGARH
SBI,SBIN0001641,826002006,INDIAN SCHOOL OF MINES, DHANBAD,DHANBAD,DHANBAD,JHARKHAND
SBI,SBIN0001642,144002005,FENTON GANJ, JALLANDHAR,JALANDHAR,JALANDHAR,PUNJAB
SBI,SBIN0001643,700002185,HABRA,HABRA,NORTH 24 PARGANAS,WEST BENGAL
SBI,SBIN0001644,229002006,LALGANJ,LALGANJ,RAEBAREILI,UTTAR PRADESH
SBI,SBIN0001645,624002204,AYYAMPALAYAM ADB,DINDIGUL,DINDIGUL,TAMIL NADU
SBI,SBIN0001646,700002080,POSTA,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001647,700002096,SOVABAZAAR, KOLKATA,KOLKATTA,KOLKATA,WEST BENGAL
SBI,SBIN0001648,700002086,RASH BEHAR AVENUE,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001649,700002045,HAZRA ROAD,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001650,700002023,CHANDNI CHOWK,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001651,700002107,VIVEKANAND BRANCH,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001652,700002007,BAGH BAZAR,CALCUTTA,KOLKATA,WEST BENGAL
SBI,SBIN0001653,700002073,NIMTALLAH,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001654,733002203,KARNOJORA,KARNAJORA,UTTAR DINAJPUR,WEST BENGAL
SBI,SBIN0001655,262002528,KHETIKHAN,CHAMPAWAT,CHAMPAWAT,UTTARAKHAND
SBI,SBIN0001656,413002004,STATION ROAD, SOLAPUR,SOLAPUR,SHOLAPUR,MAHARASHTRA
SBI,SBIN0001657,396002009,ATUL,VALSAD,VALSAD,GUJARAT
SBI,SBIN0001658,396002070,VAPI IND. ESTATE,VALSAD,VALSAD,GUJARAT
SBI,SBIN0001659,396002037,GUNDLAV IND EST,VALSAD,VALSAD,GUJARAT
SBI,SBIN0001660,678002003,PALAKKAD ADB,PALAKKAD,PALAKKAD,KERALA
SBI,SBIN0001661,587002303,JAMKHANDI ADB,JAMKHANDI,BAGALKOT,KARNATAKA
SBI,SBIN0001662,800002040,RAJENDRA NAGAR,PATNA,PATNA,BIHAR
SBI,SBIN0001663,753002007,CUTTACK CITY,CUTTACK,CUTTACK,ODISHA
SBI,SBIN0001664,273002046,ADB SISWA BAZAR,MAHARAJGANJ,MAHARAJGANJ,UTTAR PRADESH
SBI,SBIN0001665,272002024,ADB NAUGARH,NAUGARH,SIDDHARTH NAGAR,UTTAR PRADESH
SBI,SBIN0001666,206002006,ADB AJITMAL,AURAIYA,AURAIYA,UTTAR PRADESH
SBI,SBIN0001667,262002002,ADB PILBHIT,PILIBHIT,PILIBHIT,UTTAR PRADESH
SBI,SBIN0001668,242002005,ADB POWAYAN,HARDOI,SHAHJAHANPUR,UTTAR PRADESH
SBI,SBIN0001669,600002023,KOTTUR,CHENNAI,CHENNAI,TAMIL NADU
SBI,SBIN0001670,826002007,HIRAPUR,DHANBAD,DHANBAD,JHARKHAND
SBI,SBIN0001671,275002004,MAUNATH BHANJAN,MAUNAT BANJAN,MAU,UTTAR PRADESH
SBI,SBIN0001672,834002019,RMCC RANCHI,RANCHI,RANCHI,JHARKHAND
SBI,SBIN0001673,535002012,KOTHAVALASA,KOTTAVALASA,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0001674,638002401,SATHYAMANGALAM ADB,SATHYAMANGA,ERODE,TAMIL NADU
SBI,SBIN0001675,530002006,BHPV,VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0001676,500002044,HAL CAMPUS BALANAGAR,HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH
SBI,SBIN0001677,787002501,AALO,ALONG,WEST SIANG,ARUNACHAL PRADESH
SBI,SBIN0001678,192002102,ADB ANANTNAG,ANANTNAG,ANANTNAG,JAMMU AND KASHMIR
SBI,SBIN0001679,110002153,UTTAM NAGAR,DELHI,NEW DELHI,DELHI
SBI,SBIN0001680,173002081,ADB PAONTA SAHIB,PAONTA SAHIB,SIRMOUR,HIMACHAL PRADESH
SBI,SBIN0001681,143002061,ATTARI,ATTARI,AMRITSAR,PUNJAB
SBI,SBIN0001682,600002029,MANNADY, CHENNAI,CHENNAI,CHENNAI,TAMIL NADU
SBI,SBIN0001683,600002060,WEST MAMBALAM,MAMBALAAM,CHENNAI,TAMIL NADU
SBI,SBIN0001684,783002002,BONGAIGAON,BONGAIGAON,BONGAIGAON,ASSAM
SBI,SBIN0001685,400002039,JUHU TARA,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0001686,222002010,MACHHLISHAHAR,JAUNPUR,JAUNPUR,UTTAR PRADESH
SBI,SBIN0001687,273002019,BANSGAON,BANSGAON,AZAMGARH,UTTAR PRADESH
SBI,SBIN0001688,272002004,HARRAIYA,HARRAIYA,BASTI,UTTAR PRADESH
SBI,SBIN0001689,274002011,HATTA,HATTA,KUSHI NAGAR,UTTAR PRADESH
SBI,SBIN0001690,110002078,NCERT, DELHI,NEW DELHI,NEW DELHI,DELHI
SBI,SBIN0001691,134002032,ADB NARAINGARH,AMBALA,AMBALA,HARYANA
SBI,SBIN0001692,208002018,KHAPRA MOHAL,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001693,263002702,BAGESHWAR,BAGESHWAR,BAGESHWAR,UTTARAKHAND
SBI,SBIN0001694,261002007,MISRIKH,SITAPUR,SAHARANPUR,UTTAR PRADESH
SBI,SBIN0001695,231002016,DALA,DALLA,SUNBHADRA,UTTAR PRADESH
SBI,SBIN0001696,202002105,ISLAM NAGAR,ISLAMNAGAR,BUDAUN,UTTAR PRADESH
SBI,SBIN0001697,385002101,AMBAJI,AMBAJI,BANAS KANTHA,GUJARAT
SBI,SBIN0001698,380002003,AHMEDABAD MINICIPAL CORPORATION PRECINCT,AHMEDABAD,AHMEDABAD,GUJARAT
SBI,SBIN0001699,768002005,ADB SAMBALPUR,BHUBANESHWAR,SAMBALPUR,ODISHA
SBI,SBIN0001700,768002012,BARGARH ADB,BARGARH,BARGAH,ODISHA
SBI,SBIN0001701,767002001,ADB BOLANGIR,BOLANGIR,BALANGIR,ODISHA
SBI,SBIN0001702,110002147,R.P.  BAGH,DELHI,NEW DELHI,DELHI
SBI,SBIN0001703,110002084,NARAINA,DELHI,NEW DELHI,DELHI
SBI,SBIN0001704,110002100,PUNJABI BAGH,NEW DELHI,NEW DELHI,DELHI
SBI,SBIN0001705,110002104,RAJOURI GARDEN,DELHI,NEW DELHI,DELHI
SBI,SBIN0001706,110002054,JANAKPURI,DELHI,NEW DELHI,DELHI
SBI,SBIN0001707,110002009,AZADPUR,DELHI,NEW DELHI,DELHI
SBI,SBIN0001708,110002132,MODEL TOWN,DELHI,NEW DELHI,DELHI
SBI,SBIN0001709,110002025,DEFENCE COLONY,DELHI,NEW DELHI,DELHI
SBI,SBIN0001710,110002065,KIRTI NAGAR,DELHI,NEW DELHI,DELHI
SBI,SBIN0001711,110002036,FRIENDS COLONY,DELHI,NEW DELHI,DELHI
SBI,SBIN0001712,140002002,RAJPURA,RAJPURA,PATIALA,PUNJAB
SBI,SBIN0001713,480002105,AMARWADA,AMARWARA,CHHINDWARA,MADHYA PRADESH
SBI,SBIN0001714,110002129,VIJAY NAGAR,DELHI,NEW DELHI,DELHI
SBI,SBIN0001715,700002062,MANICKTALA,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001716,431002002,AURANGABAD,AURANGABAD,AURANGABAD,MAHARASHTRA
SBI,SBIN0001717,784002513,MISSAMARI CANTONMENT,SONITPUR,SONITPUR,ASSAM
SBI,SBIN0001718,785002517,TEOK ADB,TEOK,JORHAT,ASSAM
SBI,SBIN0001719,700002103,TOLLYGUNGE,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001720,700002236,GARULIA,BENGAL,NORTH 24 PARGANAS,WEST BENGAL
SBI,SBIN0001721,742002011,SALAR,SALAR,MURSHIDABAD,WEST BENGAL
SBI,SBIN0001722,700002054,KALIGHAT,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001723,700002108,WELLESLEY PARK,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001724,767002007,KANTABANJHI,KANTABANJI,BALANGIR,ODISHA
SBI,SBIN0001725,609002002,KARAIKAL ADB,KARAIKAL,KARAIKAL,PUDUCHERRY
SBI,SBIN0001726,638002008,KODUMUDI ADB,KODUMUDI,ERODE,TAMIL NADU
SBI,SBIN0001727,591002313,SANKESHWAR,SANKESHWAR,BELGAUM,KARNATAKA
SBI,SBIN0001728,580002305,K.U.C.CAMPUS, DHARWAD,DHARWAD,DHARWAD,KARNATAKA
SBI,SBIN0001729,793002517,PYNURSALA,EASTKHASI,EAST KHASI HILLS,MEGHALAYA
SBI,SBIN0001730,793002513,MAWSYNRAM,MAWSYNRAM,EAST KHASI HILLS,MEGHALAYA
SBI,SBIN0001731,560002025,JAYAMAHAL EXTENSION, BANGALORE,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0001732,151002381,MAUR MANDI,MAUR,BHATINDA,PUNJAB
SBI,SBIN0001733,151002301,RAMAN,RAMAN,BHATINDA,PUNJAB
SBI,SBIN0001734,827002008,B I AREA,BOKARO,BOKARO,JHARKHAND
SBI,SBIN0001735,151002505,MANSA,MANSA,MANSA,PUNJAB
SBI,SBIN0001736,151002203,FARIDKOT,FARIDKOT,FARIDKOT,PUNJAB
SBI,SBIN0001737,534002024,MARUTERU,MARTERU,WEST GODAVARI,ANDHRA PRADESH
SBI,SBIN0001738,530002016,MALKAPURAM,VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0001739,854002003,ADB ARARIA,ARARIA,ARARIA,BIHAR
SBI,SBIN0001740,530002029,VISAKHAPATNAM PORT,VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0001741,600002052,TEYNAMPET,CHENNAI,CHENNAI,TAMIL NADU
SBI,SBIN0001742,723002501,ADRA,PURULIA,PURULIYA,WEST BENGAL
SBI,SBIN0001743,272002055,MENHDAWAL,MEHANDAWAL,SANT KABIR NAGAR,UTTAR PRADESH
SBI,SBIN0001744,712002103,ADB ARAMBAGH,ARAMBAGH,HOOGHLY,WEST BENGAL
SBI,SBIN0001745,700002220,ADB CHINSURA,CHINSURAH,HOOGHLY,WEST BENGAL
SBI,SBIN0001747,700002076,PAIKAPARA,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001748,700002009,BAGRI MARKET,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001749,700002077,PARK CIRCUS,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001750,700002042,GREY STREET EXTN.BRANCH,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001751,483002003,KATNI MARKET, KATNI,KATNI,KATNI,MADHYA PRADESH
SBI,SBIN0001752,151002281,KOTKAPURA,KOT KAPURA,FARIDKOT,PUNJAB
SBI,SBIN0001753,736002003,COOCHBEHAR BAZAR,COOCHBEHAR,COOCHBEHAR,WEST BENGAL
SBI,SBIN0001754,380002052,VATVA  I. E .,AHMEDABAD,AHMEDABAD,GUJARAT
SBI,SBIN0001755,173002091,PAONTA SAHIB,PAONTA,SIRMOUR,HIMACHAL PRADESH
SBI,SBIN0001756,152002024,JALALABAD,JALALABAD,FEROZEPUR,PUNJAB
SBI,SBIN0001757,673002006,MALAPARAMBA,CALICUT,KOZHIKODE,KERALA
SBI,SBIN0001758,110002029,DMS SHADIPUR, DELHI,SHADIPUR,NEW DELHI,DELHI
SBI,SBIN0001759,148002001,SANGRUR,SANGRUR,SANGRUR,PUNJAB
SBI,SBIN0001760,136002131,LADWA,KURUKSHETRA,KURUKSHETRA,HARYANA
SBI,SBIN0001761,132002102,MODEL TOWN, KARNAL,KARNAL,KARNAL,HARYANA
SBI,SBIN0001762,148002023,MALERKOTLA,MALERKOTLA,SANGRUR,PUNJAB
SBI,SBIN0001763,845002004,ADB MOTIHARI,MOTIHARI,EAST CHAMPARAN,BIHAR
SBI,SBIN0001764,845002103,ADB BETTIAH,BETTIAH,WEST CHAMPARAN,BIHAR
SBI,SBIN0001765,500002035,SHAMSHERGUNJ, HYDERABAD,HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH
SBI,SBIN0001766,124002004,HISSAR ROAD, ROHTAK,ROHTAK,CHANDIGARH,CHANDIGARH
SBI,SBIN0001767,700002005,B. K. PAUL AVENUE,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001768,700002031,ELGIN ROAD,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0001769,700002195,SHEORAPHULI,SHEORAPHULI,HOOGHLY,WEST BENGAL
SBI,SBIN0001770,700002203,ANNADAPURI,BARRACKPUR,NORTH 24 PARGANAS,WEST BENGAL
SBI,SBIN0001771,700002187,RISHRA HOOGHLY,HOOGLY,HOOGHLY,WEST BENGAL
SBI,SBIN0001772,700002093,SITALATALA,SITALATLALA,KOLKATA,WEST BENGAL
SBI,SBIN0001773,221002007,BHELUPURA,VARANASI,VARANASI,UTTAR PRADESH
SBI,SBIN0001774,151002261,ADB KOTKAPURA,KOT KAPURA,FARIDKOT,PUNJAB
SBI,SBIN0001775,142002003,GT ROAD,MOGA,FARIDKOT,MOGA,PUNJAB
SBI,SBIN0001776,142002004,MAIN BAZAAR, MOGA,FARIDKOT,MOGA,PUNJAB
SBI,SBIN0001777,146002003,ADB HOSHIARPUR,HOSHIARPUR,HOSIARPUR,PUNJAB
SBI,SBIN0001778,335002002,SRIGANGANAGAR,GANGANAGAR,GANGANAGAR,RAJASTHAN
SBI,SBIN0001779,335002011,SADUL SHAHAR,GANGANAGAR,GANGANAGAR,RAJASTHAN
SBI,SBIN0001780,208002010,GWALTOLI,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001781,208002038,GOVIND NAGAR,GOVINDNAGAR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001782,208002037,GT ROAD KANPUR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001783,208002003,ARYA NAGAR KANPUR,LUCKNOW,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001784,208002027,PPN MARKET,KANPUR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001785,244002510,TANDA,TANDA,BIJNOR,UTTAR PRADESH
SBI,SBIN0001786,208002047,KIDWAI NAGAR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001787,208002039,GUMTI NAGAR  KANPUR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001788,125002141,JEEVAN NAGAR,JEEVANNAGAR,SIRSA,HARYANA
SBI,SBIN0001789,208002004,CANAL ROAD,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001790,208002023,MESTON ROAD,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0001791,144002702,SHAHKOT,SHAHKOT,JALANDHAR,PUNJAB
SBI,SBIN0001792,700002032,ELLIOT ROAD, KOLKATA,CALCUTTA,KOLKATA,WEST BENGAL
SBI,SBIN0001793,600002043,ROYAPETTAH,CHENNAI,CHENNAI,TAMIL NADU
SBI,SBIN0001794,600002032,NEW WASHERMANPET, CHENNAI,CHENNAI,CHENNAI,TAMIL NADU
SBI,SBIN0001795,144002061,KAPURTHALA,KAPURTHALA,KAPURTHALA,PUNJAB
SBI,SBIN0001796,700002167,SODEPUR KOLKATA,SODEPUR,NORTH 24 PARGANAS,WEST BENGAL
